字段1_文本,字段2,时间,字段3
不和你说太多,不知道该说些什么，总之这个车还是蛮不错的，非常适合家用目前我还没有碰到什么问题，所以给不出太高的评价驾驶感受就跟开船一样 感觉充电有点麻烦 这是我人生中的第一辆车,,深圳
风中一滴泪泪,内饰挺好的，比唐的内饰好，但是又比汉的稍微差一点，车内异味比较小，因为第一次开新能源，所以驾驶质感比油车强是毋庸置疑的，续航比较实，100公里尊贵版，充满电的情况下使用EV模式基本每跑1公里就减少1%电量，车速在80-90。车速在60-70的话续航是反向虚标的。 主驾位置的盆部撑托做的不是很好，开久了会累，建议加靠垫 提速确实跟油车很像，不是一点就跑，而是延迟1秒左右，不追求性能的可以忽略 充电桩加了300块装7kw的，下午实测5.4，凌晨的充电功率还没实测。 空间确实一流，后排地台全平，后排放倒后也很自然，加一个垫子的话，长途开车也可以满足两个娃睡觉，非常nice。 送的后尾箱垫很滑，东西晃来晃去的，装重物的话要注意,2023-09-22,广州
FreeGate07,在网上搜索了两个月的各种视频、评测和官方数据，最终放弃了试驾过的宋plus Dmi选择了护卫舰07。 这部车空间大，操控感好，作为日常家用足够了。一般市区用车几乎都是纯电，很省钱，升级了 7kw充电桩，一般客服都会程序式的提醒车只支持3.3，实际使用中可以支持到6.6kw。 静音很不错，发动机介入很难感觉得到，除非大脚油门。没有里程焦虑，正面侧面颜值高，就是屁股圆滚滚的。所以白色的车看上去像个大馒头，苍烟色也不错，但喜欢的人是真喜欢，不喜欢这颜色的人就会觉得丑爆了，两个极端；黑色最大气，也很稳重，个人感觉洗干净的黑色是最好看，但是最大的缺点是不耐脏，同样落灰的黑色最脏，气质一落千丈，不及时洗车会让人觉得车主邋遢；天青色很漂亮，适合20-30岁年轻人。综上，最终根据自家具体情况和审美综合考虑下选择了时光灰，灰色不会出错，也显得大气，还耐脏。 总体来说很满意。 就看后续的售后服务是否能跟得上了。静待验证。,2023-04-01,东营
ufohuog,转向手感差评，回正力度太小， 品控太差，出厂方向盘直行时没有完全回正，中控大屏左右不平衡。杯坐里面的气垫已经脱落。,,深圳
羽墨,"买车的时候本来是不准备考虑比亚迪的车，但是排除买纯油车之后可以选择的品牌又太少，个人倾向于买特斯拉model y长续航版那一款车，但是正好车展有比亚迪就顺便去看了看，没想到最后买了护卫舰07
目前开了7900公里了（纯电5千多，混动2千多）说一下优缺点
优点：空间大，大五座车名不虚传，本人185，后排空间非常宽敞，可以翘二郎腿
         动力够用，高速120到140很轻松，不会有超车压力
        油耗：本人开车脚法较重，高速一般130以上，油耗7.5个左右（馈电）满电高速续航五六十公里左右（100km版本）市区续航80km左右
       缺点：仪表盘和内门鹦鹉螺门把手很丑
     方向盘120速度以上会抖动（现在换了轮毂有所改善，但是还是会抖） 
     总体来说瑕不掩瑜，内饰问题各有所爱，这个价格在这个配置的国产车算是价格偏高的，但也算是一辆好车",2023-08-30,乐山
东瓜儿88,外观仁者见仁，个人觉得总体一般吧。 内饰门把手和水杯槽是垃圾，易磕碰，水杯槽连矿泉水放下去都费劲，还有就是方向盘下面空间做得非常不合理，座位合适的情况下右腿膝盖总是容易被顶着，很不舒服。 我这个中配配置一般，和其它二十来万的国产车比起来算是配置屌丝。 空间嗯毕竟是大五座，轴距在那里摆着，比较宽敞。 续航符合预期，只要不跑高速，纯电上下班没问题，只要一上高速，电量打折就很厉害，仪表盘油、电续航显示在高速上都很虚，高速油显续航基本打个六折。 智能化也就那样，一般般，常规，没啥特色。 驾驶乘坐体验，过坑洼路面确实还是可以，低俗噪音控制得很不错，但上了高速噪音还是比较大，特别是车自身发动机轰轰轰的声音特别明显。电车还有一个通病，相比油车，非常容易让人晕车。,2023-10-14,宜宾
Morgan盛云峰,"整体来说性价比不错，两吨多的车，实际油耗才6个出头，基本上没有注意省油的操作，都是正常来开，空调，音乐每次都是开着！

其他该有的功能也基本都有，丹拿音响，抬头显示，全车氛围灯，Fsd可变阻尼减震器在过一些坑洼路面的时候还是有明显的减震效果，自动泊车对于我老婆来说很重要，底盘也是很实在，疲劳监测，辅助驾驶，座椅记忆....总之各种能用到的功能基本都有用！

吐槽一下不足的地方，首先，内饰感觉有点花哨，曲线波浪线条太过了！

另外，App显示的油耗和实际油耗不符，实际油耗在6.3左右，App显示才5.2！

最后，智能辅助驾驶这一块还是比较鸡肋，虽然我基本不用辅助驾驶，主要还是因为信不过它....但是如果能做到更智能，未来还是希望能用上它，毕竟那才是真正的解放双手！

综合来说，23万能买到这样的配置，已经很满意了，用了一个月感觉物超所值！",2023-04-28,深圳
无力马,动力性能非常优秀，高速超车也很轻松。内饰还可以，鹦鹉螺车门把手遭到多名乘客吐槽，使用不太顺手。高速油耗大概6-7个油。,,潍坊
非凡小羊HqH,【驾驶感受】 开起来操控性很不错，车虽然挺大的，但是还算不错。 【油耗】 油耗确实不高，感觉表显并不虚，应该不算快乐表 【亮点配置】 智能领航功能确实给我很大惊喜，上班路上可以放松的单手开车，省力多了。 【最不满意】 非要说最不满意的就是减震，座椅确实舒服，但是实际开起来，车还是有点忽悠忽悠的，感觉底盘并不算是特别扎实。 【购车经历】 我是买的二手车，提车价格对于大家来说没有太大的参考价值，车还是非常不错滴，很推荐。 【续航】 纯电续航100公里，应该是不虚的，我上班通勤每天70公里，纯电模式一天下来还剩百分之三十左右，不过我没有充电桩，只能特来电快充，据说快充比较虚，不过纯电模式还是会偷油，不过偷一点我觉得也无所谓了。,2023-11-16,潍坊
自律有才了,有点后悔入手护卫舰07了，可能对我不是很适用，当时奔着空间买的，没有考虑到现在的适应场景。 底盘太低了并且软，车子长。电池包位置很低，贼怕磨到电池包(小声bb一下，和轿车比通过性相差的不是很大），我不想加垫片，也不想换弹簧，请问大家有没有什么好的解决方案能实施一下的，大概增高3-5cm就够了，当初比亚迪没有考虑用户有这方面的需求也的确是有点不满意，网上也没有对应的案例。,2023-08-25,广州
jingxinchi,"沛沛驱逐舰的一些问题，网上大家好话听多了，我来说点有现实意义的。 第一个问题。昨天比较热，我停车开空调坐里面，空调制冷没有油车制冷效果好，调到最低也感觉不是狠凉,反而在车里有种比较热的感觉。是不是需要个几十分钟才能降下温，我的五系和xc60制冷很快的。(另外大家不要和语音说打开空调，因为只通风不制冷，要和空调说温度调低才行，设定问题) 第二个问题，你坐在主副驾上，左右摇摆，这个车就晃 荡很容易就有摇摆的晃荡，各位试下。车不是很重吗,为什么会晃荡呢。我的五系和xc60就没有这么明显的。当然了价格在这里摆着。没法和另外两个车比。",2023-08-31,哈尔滨
会流泪的嘴角,开了几个礼拜，问题在于以下几个方面：1.转弯半径太大，自己家另外一辆车同样的弯只需要打半圈，07就需要打一圈，给我造成一种方向盘打不动的错觉。2.下雨天尤其是积水路面，再加上有坑的话方向盘会逃（就是抖动，反观另一辆E300就不会产生这种问题），让我觉得安全性不好。3.不知道是隔音不好还是轮胎胎噪的问题，速度上100就感觉玻璃旁边传来细微的杂音，影响驾驶体验。4.说是丹拿音响，然而其实并没有很好的音质。优点：用EV行驶加速很快，比油车好用很多，我开车上下班大概50公里不到，每天一冲大概8块钱电费。油车就得40，减少了出行成本。综合下面来说，只能说符合这个价位，并没有很物超所值的感觉。感谢圈主推荐。,2023-08-25,武汉
水杉的护卫舰,"推荐购买DMP或者205的，可以当电车开，一点问题没有，总体满意，推荐购买。
问题:
1.无法设置默认音乐播放软件。
2.语音调整氛围灯，无法固定颜色（中控设置后没有问题）
3.左后门把手偶尔不回收，售后给换了一套把手，问题解决。
4.四驱版价格太高了，算下来将近30个了，不够实惠。



【最不满意】
没有方向盘加热，轮胎较差，对付一年换一套。
【购车经历】
12月底订车，2月初提车，提车速度还比较快，就是没有优惠！！！
【提车价格】
22.28万，保险5700，其他的没什么费用了，简单买了全套底盘护甲和一些小装饰，3000块左右吧。
【驾驶感受】
总体满意，静音可以，无论是否有电，提速可以秒大部分车。",2023-03-25,北京
豆芽的小跟班,特别喜欢护卫舰的外观，特别年轻运动，符合年轻人的需求，一开始也不习惯旋转式门把手，但是开了一段时间后会越来越觉得好用。最让我满意的还是驾驶体验，一切竟在掌握的感觉，动力随给随到，底盘是个惊喜，可变阻尼效果不错，提车就上高速跑了一千多公里，高速表现也相当出色，因为平时在小县城开，市内行驶纯电完全足够，充电方便，完全不会心疼油钱。总之开了三个月，还没有发现什么问题，很满意,2023-05-13,兰州
芜湖起飞喔,家人们，提车了。整体来说还是很满意的，唯一不满意的就是内饰有些微丑。空间是最大的优势。后续再给大家发用车感受吧。 求车友群！,,包头
小木,对于我来说，刚开始并不考虑国产，但是后来还是拗不过家里人，来看下比亚迪，我没想到现在的国产搞的真还可以 1.外观方面霸气 2.配置丰富 什么抬头显示，丹拿音响，座椅通风加热，自动倒车，什么都有。 其实我买车我真不怎么看评论，我只看一样，就是销量，只要销量达到我就会选择，刚开始看的时候选择合资是因为我对国产的音响还停留在f3的年代，自己看了评论，有些吹上天，有些锤入地，说什么都没有用，我现在用这个车6毛一公里我能接受，那么大个车，还是那句话听谁说，看评论，没有自己去看看，试驾一下来的实际，目前车买回来五千来公里，油耗是5个上下，真的无法想象这个5个油怎么驱动这两顿的车，而且动力不差，那些看也没看过的人这么敢去说话的，说的就那么多，自己看看，在去衡量能不能接受国产吧,2023-07-23,贵阳
善良微风2Q2,100公里续航版本的上下班纯电模式够用了，两天会家冲一次，如果是跑的勤还是建议上200公里的版本，电池续航还是达不到100的，估计纯电续航在80左右，电量降到20以下会自动起动发动机切换标准模式补电。车子价格售价还是很合理的，特大，20万买和汉兰达一样体型的中级suv值得。但车机系统感觉和比亚迪宣传的有出去，360开启时候，主动启停功能就不行了，还有自动空调有点呆呆感觉，温度不均衡，并且制冷效果一般，就用纯电时候会好一些。,2023-08-24,北京
用户2187716193862,使用起来感觉还是很不错的，之前开的是皇冠，空间差异不算大，但是suv的驾驶感个人更喜欢，轿车躺着开没适应。拿车以后为了贴膜去了一趟重庆驾驶体验还不错,,南充
热心市民熊先森,"【最不满意】
雨刷喷嘴主驾感觉力度有点不够
开高速到了110-120左右方向盘会抖
方向盘已经偏了

【续航】
感觉满油满电最多跑个700，实测了五千公里了

【购车经历】
本来一直想提哈佛二代大狗的，可惜续航低了点

买混动车还是得买200公里续航的，一百公里感觉不经用，不跑远点的地方感觉都用不到油，经常加个油要放半个月

【驾驶感受】
开的车不多，目前感觉比较舒适

【乘坐体验】
后排空间是真的大，前排带座椅通风和加热，就是后排感觉座椅短了点。
【提车价格】
和销售谈了半天也没啥优惠，就一个当地购车补贴加一个以旧换新，东西就送了两个电饭煲，现在还坏了一个🙄，加几次保养
【维修成本】
现在还没修过但是已经被蹭了一点，没拿去修",2023-07-19,南昌
用户3637524422035,车型可以，虎头虎脑的，车机一般提车第二天就死机过一次，。智能驾驶辅助也是有待提高，这能领航会自己画龙总的来说辅助驾驶的性能还是有待提高的，品控要抓紧搞好点，服务也是，拖拖拉拉的。,,揭阳
韩亚熙120,入手护卫舰旗舰版快半年了，开起来感觉还不错，就是有几个小毛病。之前没怎么了解这种材质的座椅以为很好打理然后它就被我的娃坐成了这样，不知道是我的娃太脏了还是座椅太矫情反正就是擦不掉，看得我头皮发麻。我自己买了车帘打算中午在车里午睡的，空间很大躺的下，但是空调很不给力，制冷慢就算了出来的风还很臭，现在我学聪明了，提前半小时就打开了空调，到车里温度正好。,2023-08-27,福州
当你还不得不打开,冲着比亚迪的名气买的，当时刚好有买车需求想着支持国货就入手了护卫舰，是没想到竟然是这种售后体验！ 当初买车的时候送了保养我记得很清楚是免人工费的，结果我昨天去的时候告诉我只免首次人工费，第二次是要收人工费的！找销售销售跟我说他已经离职了，在当时买车时候建的群里问也没人回复我，这么大一个公司难道是这样的售后态度吗？车子是好车，不应该因为售后问题拖后腿啊。,2023-08-24,深圳
晨光熹微98,本来一直是想买唐的，可惜唐的后排空间小，7座也用不上，一家就5口人，护卫舰的后排大，坐着也舒服。车价没优惠送了个原厂的踏板，空气净化器，空气炸锅，电煮锅，保险是不到5100元，自己花了1080元在4s店选装了原厂地盘装甲，又买了个整车的延长质保4000多元，还贴了个膜小二的车衣6000多元，费用大概就这么些。目前开了2000多公里，没有太大的缺点，吐槽一下仪表盘，太丑了。隔音挺不错的，续航100感觉能跑个90没问题吧。第一箱油加了50升95的405.5元，表显续航1030，之前还有120的续航。亏电油耗5毛一公里左右吧。买完第二个月新能源补贴6000元😭,2023-03-04,西安
SUV大咖,【最满意】底盘用的是全新四连杠后独立悬架，再加上FSD可变阻尼减振器，所以底盘的质素相当不错，隔音也在20万这个级别比较安全，HEV混动模式下发动机介入噪音小； 【最不满意】刹车不够线性，而且刹车的行程短，脚感偏硬；其次就是仪表盘的UI界面不够精美； 【油耗】馈电油耗5.3升每百公里，不过就算是采用混动模式，混动系统都比较爱用电，为优先级；整体的续航有900公里以上； 【乘坐体验】大五座空间是非常宽敞的，就是后备厢容积有些许牺牲，头部空间余量也足够。,2023-01-10,
可爱金桔9y7,用车半年了，两个问题直接让我劝退身边的朋友买byd。 第一个是左后车门固定螺丝漆皮全起来了，车怀疑被换过，4s店不承认，说只是工人调整车门拧螺丝 不注意 然后把漆皮拧起来了，先不论车门被换过没，这种品控让人怎么相信你。 第二个买车第二周主驾驶位有异响（类似于塑料壳撞击声），检测了一下，说是左前半轴有问题，要换……TMD新车才半年就出现半轴有问题，让我该怎么相信“王传福”。 7月30号首保，因为8月出门有事，怕不能及时首保丢掉质保，所以提前首保了。,2023-09-08,西安
有点厉害833,空间很满意，外观大气上档次，开了三月了，跑了三千五百公里，超出最开始的期望。购车时，没有网上传的什么电车保险很贵什么的，加速也很快。不太满意的地方就是，小迪有时候是人工智障，智能驾驶还是比较欠缺，当然买比亚迪对这方面就做好心理准备了的，还就是护卫舰的千里眼什么时候开通！千里眼什么时候开通！什么时候开通！要是开通了的话，我觉得简直就是神车！减震氛围灯这些都很不错的！总体上大大超出预期！,2024-02-11,重庆
wzwbrad,大五座插混SUV需求，这个价位优选。 空间：后排乘坐空间大到奢侈； 动力：够用。账面数据是零百加速8.9秒，实际日常使用的常用加速区间体验要好于参数预期。 内饰：设计要素过多且刻意，但用料做工尚可，不“高级”，但家用不是大问题。 底盘：日常使用偏舒适取向，起伏路面有随路面有晃动，多数城市路面舒适度满足家用，日常使用底盘支撑良好。 操控：家用取向，转向虚位多，方向盘手感重。 配置：尚可，如果顶配有转向辅助灯、方向盘加热，后排加热通风就给满分了，估计给后期改款预留了配置空间。 能耗：符合官方宣传，好评。 购车对比车型：1.长城魏 拿铁phev，动力内饰配置调性都比护卫舰07高，车身尺寸定位小一级，价格优惠多，试驾很满意。没买原因主要有2：一是买不到出厂生产时间短的新车，只有库存车；二是品牌定位混乱，到店感觉不好。挺好的车，长城给搞砸了，可惜了。2.极氪001，喜欢，贼喜欢那种。没买原因，一是车太大，小区停车位停车艰难（把试驾车开到小区车位试的，好评），二是纯电车型，对充电预期不清楚（小区不能安装充电桩）；3.小鹏P7i，看车过程中认为这个价位最好的新能源轿车，可惜最后家庭用车需求选了SUV。,2023-06-11,
护卫舰支队,这车开起来真心不错，车机系统也比较好用，就是座椅记忆只能在屏幕上选择，没有实体按键，不是很舒服。油耗比唐要高一点点，发动机介入的时候分两个阶段，匀速行驶发动介入不是很明显，急加速发动机介入有明显的轰鸣声。还有一点发动机介入后刹车踏板有轻微高频震动。,2023-01-13,平顶山
jrm678,乘坐空间不错，后备箱相对于车身尺寸还是小了，能耗不太行，现hev270公里，耗油27.3升，ev279公里，耗电44.8度，能耗感觉不低。 智能化也就那样，没啥特别的功能，除了智能领航，别的只能说还行,2023-01-24,厦门
用户56875529482,还行，除了车载芯片很不满意，5年前老货。其他还好，毕竟才24w，可以了，对得起价格，就是后续保养之类的贵。,,温州
娴亾菠汏滒,开了两天行驶200公里，变速箱坏了，开不走了，被拖回4S店了。迫于网络各项压力，4S店同意退车了，字我签了，过了一个多星期了还不给我退款。,,安康
的你阿布,外观硬朗、有辨识度，空间可以，能满足需求，车机系统一般，有待提高，座椅舒适，整车质感不错，新车稍有点味道，在可以接受的范围。,,台州
My车轱辘,护卫舰07有一个辨识度非常高的外观，和驱逐舰05的设计更接近，体型和比亚迪唐接近。动力方面，护卫舰07提供DM-i和DM-p两个不同版本，前者主打经济性，后者主打高性能，纯电续航则提供了100km、205km和175km三个版本，整体的性价比要高于自家兄弟比亚迪唐。我更推荐21.58万的100KM尊贵型，配置达到中配，虽然纯电续航不长，但护卫舰07的亏电油耗也不高，比同级的燃油中型SUV依然要低，亏电时完全可以将其作为一台省油的混动车来使用。,,
擎动机械所,个人觉得这个车款应该是护卫舰最为走量的一个车型。续航里程刚好能满足一天或两天的日常代步需求。22.89万的价格，正好也在这个级别SUV里，大部分家庭的购车预算之内。 就配置而言，护卫舰 07 2023款 DM-i 100KM 旗舰型堪称完美。它囊括了目前市面上主流的车型配置。像DiPilot智能驾驶辅助，（带L2+智能辅助驾驶、道路保持、主动刹车等等配置），360度全景影像、自动泊车等等配置它都给到了。 同时，它的中控大屏尺寸也做到了15.6英寸，抬头显示也做到了同级尺寸最大，白天的亮度显示也非常到位。 第二排的乘坐空间来讲，2820mm的轴距是它在同级竞争中的利器，个人感觉它的实际乘坐空间要更大一些，比如说我以我的身高调整好驾驶座之后，后排的腿部空间至少有4拳。这是非常不错的表现。加上后排座椅还支撑多级调节，这就能让后排乘客都能找到舒适乘坐姿势。 另外让人惊叹的是护卫舰07的人机交互的智慧感提高了。当我要求小迪播放音乐的时候，小迪除了打开音乐外，还主动将我调低了的音响声音给调高，这一点超乎了我的意外。 整体来讲，这个车型的配置和它的动力系统在这个级别、这个价位就是独一无二的，目前，也就只有星越L Hi·P这台增程电动能和它比一下。像日系的CR-V油混、RAV4油混等车型，无论是动力，配置，智能化水准，造车所用的材料甚至钣金工艺还有做工，在它面前都没有任何胜算。这也是目前比亚迪大卖的原因。 闭眼冲就对了，肯定不会亏。,2022-12-28,
野地里咯哦,1.外观霸气十足，轿车在他旁边就跟个弟弟一样 2.内饰，个人不挑剔，顺眼 3.配置，这个价位上该有的都有了，HUD非常实用，丹拿音响不错 4.空间，每个看了都说很大，很宽敞，无可挑剔 5. 续航，没有虚标，售后品质建议保电30% 6. 智能化，100旗舰好像没有变道辅助，智能领航很好用，就是有时候脚放到踏板上久了会误触，导致自适应巡航退出，但是没有提示，不知道是不是我没用好，感觉这样在高速上有风险，车道保持不会画小龙，高速不会累，高速堵车不会累 7. 驾驶感受，静谧行很好，在前排，120的速度风噪，胎噪不大，发动机隔音做的很好，由于是人生第一辆车，感觉抗震优秀，高速开到100也总觉得慢，跟轿车的感觉不一样，动力很够用，超车随踩随到。 不足之处:提车了才发现遮阳帘有个地方破损，没注意到，开了才能看到，正在跟4s店沟通解决。,2023-03-18,深圳
辣评流,外观见仁见智，大气敦厚圆润。 内饰新潮，用料实在。 配置丰富，旗舰版直接拉满，驾驶辅助娱乐主被动安全等。 智能小迪，基本可以声控所有舒适性配置。 空间富裕，大五座，后备箱，车宽度都很棒。 续航实在，多版本可选，混动加持无焦虑。 驾驶感受全是目前比亚迪最好的底盘，后四连杆+FSD。 总结：物超所值。,2023-02-14,重庆
用户1094621126634,提车半个月了，用起来感觉杠杠的.根油车完全不是一个档次，用车中安静，加速中轻快，完全不会觉得这车有两顿多重，本人也是第一次用电车就是不知道几年后会不会有什么烦恼…,,重庆
缨倩,比亚迪的设计师在吗？这个杯托你看看这合理吗，开车就只能喝瓶装水呗，但是我放了瓶装水之后又不好挂挡，难道说这其实不是杯托是烟灰缸？还有这个车门十个人坐九个人都在问怎么下车，刚开始被问的时候觉得很新奇很好玩，现在真的被问烦了，遇到长辈还得连说带比划耐心的教。买的时候光图它空间大了，没想到设计这么不人性化。,2023-08-26,南通
真真珍珍真珍,这几天充电遇到点小问题，大大影响心情和对着车的好感。充电会经常的跳，要在车子旁边守着，4S说让我观察一下没什么问题再受理检修，我在想不是发现问题就立马提出吗，不然我也不会这么守着了，当时买车时候说好贴心售后，一下子失望了，车子其他方面还不错就这点解决问题的态度不满意。,2023-08-31,阜阳
菩提树下O时光机器,之前是开的路虎，柴油版的，换了插混太安静了，加速挺好，使用起来挺方便的，空间大。虽然加速有半秒的延迟，但是比我以前的油车要好多了，车机系统卡过两次，如果更流畅就好了。 行驶起来的质感其实挺好的，并没有说比亚迪的底盘会差很多，我也没有什么激烈驾驶的习惯，然后就是正常的城市行驶，偶尔开长途出去玩儿，觉得很省电 我觉得要买大电池版本小电池充电太频繁，205在城市随便开根本不花油钱啊，当然被长城投诉之后他纯电模式下自动启动发动机这个是没法避免了，打了很多次投诉电话都没法解决 按道来说，护卫舰它是高压油箱，不应该在设置能自动启动发动机了，这个希望这个比亚迪要把这个事尽快改进一下,2023-09-19,长沙
钟声21响,以前没怎么开过车，可能没办法客观的把不同车型进行横向对比。 车是比较大的，新手开了半个多月了，影像、抬头显是我觉得最舒服的。其他的都不重要。 真心感触：预算充足一定要买205或者170续航的。,2023-06-20,天津
高转青年,"【最满意】整体而言，护卫舰07是一位“端水大师”，一碗水端平的能力有目共睹，是款没有太明显短板的“水桶车”——配置拉满，务求给你呈现出档次感的一面；定位大五座SUV，给你务实的空间体验

【最不满意】方向盘的电子味较浓，增益的线性度不够细腻，方向盘的回正力矩在部分情形下会比较大，所以会有一种跟驾驶者“抢方向盘”的既视感。

【驾驶感受】DM-p官方0-100km/h的加速仅需要4.7S，动力非常出色，一脚油门下去，急加速带来的体感很容易让驾乘人员的肾上腺素飙升，但它的出力过程不会过于暴力，整体表现比较线性。此外，除了初段加速比较迅猛之外，这款车的后段加速也属于有底气的那种，可见动力储备之充裕，如此动力放在这么一款大尺寸的中型SUV之上，用“力大飞砖”来形容它不为过。

【乘坐体验】内饰同样基于海洋美学设计理念打造，并且加入了形式多样的海洋元素，而时尚感、科技感则是内饰的设计主调。它的车内乘坐空间表现确实相当不错，尤其是后排的乘坐空间，跻身同级中上水平完全不是问题。后排椅背支持比例放倒，而且后排椅背放倒后内部的平整度较高，空间的利用率值得认同。",,
卟荏ご輸685,转向半径挺小的，这么大车，掉头转弯都很方便。家用对底盘感知也不深，没有激烈驾驶，还是挺舒适的，比亚迪车都差不多这样吧。亏电油耗自己也没测过，网上确实是比较低的，公司充电免费，所以经常ev模式跑，4天也就跑了150km，百公里13.6度电这样，新能源市区路边收费车位停车还能2h免费，后续减半，日常花销挺低的。,2023-10-14,西安
zbajm,优点：舒适，好上手，空间大；缺点：稍大，空调效果一般，偶有风噪，胎噪不太和谐；,,无锡
michaelxz11,"优点:1.空间无可挑剔的大；2.外观霸气，有战舰的气势；3.语音系统响应速度快；4.车辆动力响应速度快，加速线性；5.抬头显示效果很好；6.与众不同的门把手，特色拉满；7.大角度转弯，车身基本不会倾斜，悬挂很不错；等等。 缺点:1.100旗舰居然无线充电只有15瓦,副驾电动作业路上不能高低调节；2.后尾箱开关太低，又没有脚踢开关，车身那么高，不应该啊；3.车辆隔音是很好的，但是里面放音乐，如果太大声，外面是听到的，这是丹拿的威力吗？",2023-03-07,广州
妙蛙种籽,个人最喜欢护卫舰的外观，年轻大气，配置比较高，空间表现优秀，长续航的中高配ev模式标称205公里，夏天开着空调ev+eco模式能跑个180来公里，我不会激烈驾驶，可能和个人的驾驶习惯有关系，能满足我一周的上下班通勤！很满意！另外，送的全车贴膜+天窗冰甲是江西科为的，经查询属于比亚迪正规代加工厂，品质还算比较放心，质保期10年！,2023-09-03,济南
须柯柯,才开了一个多月才发现车子跑不正，在路上的时候我还纳闷怎么这车一直往右偏呢，后来才意识到可能是车轮出了问题。跟销售说了让我来售后看一看，进售后手工调和四轮定位都不行，最后前面两个轮子对调了一下才调好，刚上路又发现虽然车子跑正了但方向盘又歪了，马上掉头重修，拆开了居然没办法手动调整，最后只能用软件调，新车还没开两个月就折腾成这样，心累啊。,2023-08-26,东莞
无聊吧啦啦啦,你们跑120码方向盘抖不抖，有解决的方法吗？刚刚提的新车。其他的还路况还可以，就是到了120就开始抖起来了,,武汉
山谷峪7,"目前购车刚满一个月，3300公里
【购车经历】
由于个人目标就是新能源suv，还没结婚，只想考虑五座，再配合预算限制，能选择的就这么几个，逛了e5，新摩卡，最终去的比亚迪，一眼相中，磨了俩小时，最终送了4次保养，电池装甲和玻璃膜，这个时候还算满意的
【驾驶感受】
驾驶感受只有一个字，爽，我是坚定的新能源拥趸，从此出行再也不担心油费，从此再也不会舍不得开空调
【油耗】
目前只是上班市里开，等有机会实际测试一下，打算国庆找个地方自驾哈哈
【续航】
市里上班来回20公里，结果ev模式开空调实际消耗7%的电量，反向虚标我是没想到的
【空间表现】
空间杠杠的，资方出行开过两次，很满意，一趟青岛一趟北戴河，家里人都很满意（爸妈和我姐一家还有我的车去的，我在苦逼加班😭）
有了这空间，出行欲望大大提高，想自驾，想去爬山，想去草原，想去海边，正在买户外的装备哈哈

【最不满意】
买了半个月就降价9000😡😡😡，难受死我了😡😡😡

难受死了，七夕晚上被加塞还被擦车拿一血",2023-08-25,滨州
国良7632,驾驶感受 1.动力家用完全足够，可能也是因为原来的车是1.6小排量。 2.门把手看习惯了感觉还行。 3.后排空间比起我原来的宝来大太多了，小朋友在后排玩的很开心。 4.车机未发现卡顿。 5.缺点没有方向盘加热，冬天感觉不是很舒服。 6.左后门必须使大点力气才能关住，其他门正常。 【购车经历】 送的脚垫、后备箱垫和膜都没要，自己买的，置换补贴5000。,2023-03-14,银川
至少雨还在,整体感觉像是看对了眼，就看不上其他车，外观跟内饰都是自己喜欢的类型啦，唯一的不足就是4s店送的东西真的拉，整体驾驶感觉还是非常满意的，上车主驾驶自动调节座椅不能不爱吧，想要的配置几乎配齐了，对一个新手司机来说真的保护满满,2023-09-12,厦门
摄影师Pinky,"前阵子在三亚试驾了比亚迪护卫舰07，延续了“海洋美学”设计理念,将海洋元素运用到了各处，不仅外观前卫帅气，内饰也充满海洋的灵动气息。我试驾的这款颜色叫苍烟色，猛地一看以为是灰色，其实是发暖的砂石色，在光线的照射下，能看出里面似乎有闪烁的金属色泽，仿佛金色的沙滩。 车身采用流线型设计，上腰线平直后仰，加上整个设计团队费尽心思设计的下腰线，以及凹陷式的车身，组成了巧妙的光影反射面，雕刻出了车的肌肉线条，相当有气势。整车尺寸4820*1920*1750mm，实现了2820mm的超长轴距，让我们可以前后排共享超宽敞的空间。中高配车型前排座椅有通风/加热功能，全系标配四向电动调节副驾驶座椅，一体式头枕设计，加上出色的包裹性和支撑性，后排座椅全面提升了柔软度和贴合度，提供20度11档的椅背角度调节，无论驾驶和乘坐都有舒适的体感，哪怕是长途旅行也能有效缓解疲劳感。 内饰方面，采用云雾灰配色，金属质感饰条搭配环保麂皮，有非常细腻的触感。空调出风口的造型如同“回”字的海面漩涡，来自鹦鹉螺的内门把手特别有趣，不自觉地想多摸一摸，就是容易摸着摸着就把门打开了，主驾驶的鹦鹉螺门把手在驾驶员需要调节空调时有些阻挡。 全系标配15.6寸自适应旋转悬浮Pad，也可以手动调节，搭载全新DiLink智能网联系统，我试驾的这款还配备了HiFi级定制丹拿音响，全场景数字钥匙除了支持Android，还支持iPhone。全液晶仪表看起来着实小了些，而且黑边比较宽，在现在手机黑边都越做越窄的当下，是有些感觉过时。 这款护卫舰07为搭载了DM-i超级混动技术的205km车型，纯电续航可以达到205km，综合续航超过1200km，并且支持75kw的快充，充电20分钟就可以从30%至80%的电量，不再电量焦虑。大部分的电车充电时都需要进车内检查车子是否正常充电，有时离开还需要返回确认电量，但是护卫舰07在车身的D柱上加装了电量指示灯，在车辆开闭锁时，能很直观的看到所剩电量，也可以通过指示灯的颜色区分快慢充。",2023-03-02,
