字段1_文本,字段2,时间,字段3
RunningHLT,外观无懈可击，看起来很大气，日间行车灯很帅气。内饰颜值不错，但是中控很容易刮花。配置无可挑剔，L2级别驾驶辅助，ACC自适应巡航，高速开起来很轻松。内部空间超大，第二排可调，第三排临时乘坐不会过于拥挤，但第三排打开之后，后备箱空间显得略小，平时第三排都是放倒。整体操控还不错，但感觉刹车和油门距离稍有些远，可能个人驾驶习惯原因，总体感觉很好，这个大的七座车、2.3吨重，路面行驶不会显得过于笨重，变道、超车都很灵活，但不开行车影像功能时，前面的雷达好像不会报警。整车动力强劲，驾驶比较舒适，不过走颠簸路面或稍不平坦的水泥路面时，车速高了胎噪声略大，但可以接受范围之内。目前行驶700km，后续持续关注更新！,2021/7/6,杭州
M灬振,2020年12月13日提车，至今行驶总里程已五千公里左右，HEV3300左右，即将首保；整体感受不错，本人充电方便，所以不怕没电心虚?，春暖花开，纯电续航衰减基本很少，不像冬天特别是开暖风，掉电很快；70%.80%左右电量0百跑了5S，肯定可以跑进5S内，不是封闭路段，没敢怎么试；之前参加活动送的打蜡劵，买车时送的水镀晶，3个月后给大黑唐打蜡，感觉还是很帅的；上次晚上不小心又把轮毂蹭了，这次非常严重，但还是用补漆笔补了，顺便问下轮毂修复一般在哪？怎么收费？,2021/3/8,西安
玩车报告,"【最满意】唐DM 2022款 DM-p 215KM四驱旗舰型采用了Dragon Face 3.0家族化的外观设计，中网进气格栅想必比亚迪其他车型会开放一些，点阵式的鳞片设计，让车头更有辨识度，全新的双色低风阻轮毂设计，不仅美观还能有效地有效地降低空气阻力，个性化十足。

【乘坐体验】4870mm*1950mm*1725mm的车身尺寸以及2820的轴距，基本上达到了中型SUV的平均水平，车内的大部分区域都包裹了面料，摸起来或看起来都十分舒服整洁，科技感和实用相结合，完全对得起它的定位和价格。

【最不满意】1.5T 139马力 L4 插电式混动发动机，发动机最大功率102kW，电动机最大功率360kW，官方百公里加速时间4.3s，百公里耗电量24.8kWh/100km，这些数据虽然表现得没有那么亮眼，但是还算对得起它的价格。

总的来说，唐DM 2022款 DM-p 215KM四驱旗舰型在动力性能、效率以及乘坐体验上都有一定的提升，但是它能否继续保持住插混SUV性能旗舰的称号还有待观察。",,
淩雨亱,1外观不用说，唐这么多年的车，还没看腻说明很多情况了。2内饰中上，天窗帘再厚点就好了。3配置上阴差阳错提的顶配，比中配贵很多，虽然可以改装也会便宜点，但是终究是原装的，效果也比想象好，至少不觉得亏。4空间绝对比大五座要好，七座时候只适用短途。5操控比较灵敏，个人喜欢自驾感觉所以会关闭车道保持。6动力不多说，纸面数据基本差不多。7舒适型偏越野，看个人喜好。8吐槽点，高速胎噪较大，只是较大。自动大灯感应太灵敏，天微微黑的时候就打开大灯了。车内没有可以放垃圾的地方。后排充电口太低容易踢到，并且口盖打开后更碍事。前轮转向角偏小，所以造成转弯半径加大。9问题其实不算问题，只是觉得不方便的地方而已，毕竟买的是车不是房子。,2021/11/26,烟台
唐DMi尊荣型,挺好的车，车大空间大，动力强，舒适性好，适合家用，关键还超级省油，亏电市区不足6个油，高速100多迈6.5个油，缺点就是120迈以上超级费油，总结：100迈以下特别省油，超过120特别费油，其他速度油耗一般,2021/10/12,西安
大漢行者1368,"唐DMi开了7个月，简单的说适合家用，确实很省。纯电续航基本在100来公里。亏电油耗市区在6升，高速7到8升。这车纯电行驶很舒服，亏电发动机介入一瞬间，偶有异响震动。有点不舒服，有充电条件尽量纯电行驶，行驶感受比亏电行驶要好很多。
【购车经历】4月份订车，5月就提车了。南京某迪4S店提车


【最不满意】
亏电发动机介入有震动异响

【油耗】亏电油耗市区5到6升，高速7到8升

【第三排空间】只能坐小朋友，成年人就算了",2021/11/29,南京
汽车洋葱圈,"【最满意】
1.	DM-i系统作为比亚迪引以为傲的技术配置，在城市道路中能够有着优于合资品牌的油耗表现，在经济性上有着绝对的优势。
2.	驾驶辅助配置丰富，L2级驾驶辅助功能很齐全，对于新老司机来说则是能够起到很好的安全警示作用，避免事故的发生。
3.	内部空间相较于同级其它车型表现优秀，能够满足家庭出游需求，同时内部储物空间也很丰富，细小物件存放不会很头疼。

【最不满意】
1.	轮胎噪音较大，这点可以通过更换静音轮胎得以改善，不过还是希望后续厂家能够对车内NVH进行一定的优化。
2.	第三排横向空间表现一般，对于身材娇小的乘客包括小孩还是很友好的，不过在坐满成年人的情况下，第三排乘客的“人权”不保。

【油耗】
官方列出的数据在NEDC情况下综合油耗在1.2L/100km；电池最低电荷情况下油耗在5.5L/100km。",,
玩车报告,"【最满意】定位中型SUV，外观显得很大气，有中大型SUV的感觉，尤其前脸格栅非常有中国风，“龙脸”的家族史设计很传神，镀铬饰条真的像龙须一样。 内饰部分也是特别豪华，手摸得到的地方基本都是软性包裹，还有一些部分是翻毛皮的材质，感觉也比较高级。中控15.6寸的可翻转屏比我的iPadpro还大，智能感、科技感非常出众。

【驾驶感受】比亚迪的插电混动本来就是国产的尖子生，2.0T的动力匹配6速双离合变速箱，百公里加速只要4.3秒，跟一些性能油车比也不甘示弱啊。在高速上踩油门，几乎毫无乏力感，超个车非常轻松，而且这么大个车，油耗最高也才12L/百公里，只充电在城市开的话，当电车开，基本可以达到3-5天的续航。而且具备四驱功能，走烂路和轻度越野也比较轻松，可以说是唐所有型号里最优性价比的一款。

【最不满意】①整车底盘对路面的滤震水平还可提高，走坑洼路或减速带有明显的晃动，有点像个船的感觉。 ②隔音降噪还需提高，尤其跑高速时，发动机和轮胎噪音都有点大。",,
astraes,"外观大方、简洁，内饰和配置30万以内合资车无对手，操控性也很不错，动力100以内随叫随到。针对这个价格，本人十分满意，期待今后可靠性能够好一点。
   附一张与宝马X3的对比图",,南宁
用户5181271845126,同价位可以说无敌的存在，原本定的是宋plus51旗舰，感觉51续航的也够用了，后来阴差阳错提了唐dmi112尊荣，才知道快充太香了，配置上来说，感觉就差个hud，空间的话，第三排基本上是应急，智能化上面来说，没什么亮点。优点：驾驶起来异常平顺，就跟纯电动一样一样的，外观也是够大气，油耗够低，刻意去开踩过3.4l百公里的油耗，当然平时开基本上是4.5l左右的油耗，动力很强的存在，别说那些什么车几秒几秒的，就电动车在前段的提速那是很强的存在了，市区超车用不到后段的动力，当然动力在110时速以上时就比较弱了，高速油耗要想低就开80码到90特别经济，能稳定在4.5l左右，速度再往上，油耗越高。纯电续航很实在，最多开到过130公里的纯电续航，低的时候也有开到过80的纯电续航，主要差别在于开不开暖气，暖气差别还是很大的，开制冷就差不了多少。,2022/3/21,泉州
卧虎藏虫71728084,作为这个价格SUV车型，在城市通勤使用其实有些偏大，转弯半径大掉头不方便，车长宽对于北京停车也没有优势，但是驾驶感受很平顺，也没有换挡顿挫，很舒服，空间上没有看上去那么大，应该出个5座版本,2021/12/2,北京
比亚太迪,看中的是这个车的行驶质感，平常在100公里生活圈，每年有长途高速需求。 重点说三遍，这个车最大槽点是轮胎，没有上牌就换了原尺寸的国产胎，噪音，舒适度，刹车都有明显改善，想提高行驶质感就需要换轮胎。 以前的车是轩逸，换这个车明显智能很多，个人对辅助驾驶的要求不高，安全还是要在自己手里，现在唐大米这个级别正好。 平时大五座，应急用七座，后面小是买之前就知道，没什么可以抱怨的。 网友们遇到的问题暂时都没遇到，能耗表现在网上排名中游偏上，舒适型的轮胎估计要牺牲一点经济性。这个车的速度表，里程和油耗(已消耗不是预计)显示极其准确，速度表和gps对标，历史里程和高德对标，油耗通过加满油后，所跑历史里程油耗耗相加，两次加满油看第二次加油量对标。 吐槽：酷我和高德版本太老，特别是高德，用自带版本老往小路带。,2022/3/17,许昌
子卿很皮,已开第四年，整体感觉酣畅淋漓，动力没得挑，轻微油门，只往前冲，外形优雅大方，空间大，但慢充充电不方便，不充电的情况下油耗极高，可达15个以上，最高超过18L/100KM,2022/4/12,深圳
洋洋得意一生,唐DMi这款车的观设计是比亚迪家族式的风格，颜值高，第一眼印象很重要，外观颜值大气，前脸两侧搭配LED大灯显的更加霸气十足。其次，开起来驾驶感也非常好，动力强，提速快，最重要的是别看车身很大，灵活性却非常优秀。而且乘坐空间与舒适性，选择这款车主要原因就是它的大空间，一大家人出门终于不用挤了，宽敞多了，连婆婆公公都说比你以前的小轿车舒服太多了。尤其现在都是二胎家庭，出行小孩子在车上也不会觉得挤而吵闹了。但车内一共三排座椅，第三排的空间难免会受到一些影响，但前两排都是非常舒适的，车里面的储物空间也比较丰富，设计也很合理，所以小东西都可以放得下，而且不会显得凌乱不堪。它的提速速度，你绝对不会想象到它是个2吨重的车子。后备箱的空间也是超级大的，放上两个行李箱都不是问题。还有就是后期养车的费用也不高，感觉当初选择这款车就是没错，每天开着都很幸福。,2022/12/22,
A落落大方955,"简单的说一下我的第一台车(･∀･)
1. 外观及空间方面：这个外观还记得朋友们说的各种话 ～这车看着真大气～这车的几十W吧～哎你下车了车灯没关～车好大～啥！后面还有两个坐不行我的看看～做过我车的人都说空间是真的大带劲，个人感觉外观空间没的说。
2. 动力及续航方面：从来没给我放路上过，就连eco模式超车一脚油门响应真的快一点不拖泥带水，网上说车友遇到的动力受限什么的没遇到过，我一直是智能保电  30%，家里有充电装，纯电模式真的好开😲，一般都是一个月加200油（注意不是加满）
说一下自己的感受从几年前唐最新款DM发布，被网上各种视频种草，研究几年也一直没有放弃，虽然我爸反对（我爸修车起家）记得印象深刻的一句话，花20多万买个比亚迪人家不笑话吗，我妈到是让我买唐，最终还是拿下了，我爸开着开着也是夸夸其谈😀
3.总而言之 身边的盆友买比亚迪的越来越多了，尤其是宋系列 ，言归正传回来是国货越来越强了 真正有自己强硬的技术了，我相信未来比亚迪会以更多的技术及新的车型来取得更多消费者的认同。
加油……",2022/5/13,郑州
A懶蚂蚁,13年的比亚迪S6车主，置换唐dmi112尊荣黑，新车开了一个月都没有，中控扶手档把位置的烤漆就已经有划痕了，这往后还要用十年不知道是什么结果，112公里的电池续航，感觉还是少了一点，现在充电桩还没有装好，暂时新车磨合，烧油，现在加油5百块，充了两次电到百分之九十，跑了一千七百公里，感觉油耗还行，不算高，比S6省油，以后安装好充电桩估计是一天一充了，车内空间感觉还没有以前的S6空间大，调成五座以后感觉后备箱还是小了很多，智能化到现在还没有会用ACC，不知道操作不对还是咋样，反正就是操作不成功，然后前期出现了一次自动急刹车，把我吓一跳，后面好像踩油门的时候也出现过一次，但是好像被加速冲掉了，感觉不明显，最近老是自动提示碰撞预警，不知道怎么关闭，问了4S电的超级VIP客服群 客服说让呼叫小迪关闭，但是好像没用，还是会出现这个问题，先开着吧，暂时没有其他问题了…,2023/1/2,南宁
T椰树林,各方面都非常满意，尤其是这么大的车身，加速非常奈斯，新款出厂就有智能上下电，非常方便，而且云服务功能也非常全面。驾驶方面，顶配悬架舒适性更高一些，我中配的悬架稍微硬一点，不过过减速带也是非常干净利落的，纯电续航我上班7公里，大约掉电3%～5%，冬天空调27度，主驾加热按摩的情况下，还是很不错的，总体非常满意。,2022/12/17,重庆
yyp1990118,车外观空间都很赞，唯一感觉车APP不能熄火不好，有时候忘记熄火，手机不能熄火，还有就是带手机必须要在后视镜上刷一下，如果能像特斯拉一样，只要带着手机靠近就可以解锁就好了。,2021/11/11,苏州
碧byt,中型suv车型，第三排不用的时候放倒用，后备箱空间很大，轮毂感觉丑了点，平时上下班通勤用纯电模式，几次高速混动模式实测油耗在6.5-7.5左右，暴力驾驶会高一些。,2023/1/25,武汉
车之养护,比亚迪唐DM对喜欢新能源、大空间和智能科技的用户来说是一个完美的选择，因为这款车从里到外处处都彰显着豪华特质。外观方面家族式龙脸设计稳重霸气，而悬浮式车顶和通透的尾灯提升了车辆的气场。而 2021款 DM 2.0T 四驱性能版尊贵型是插混的入门款车型，配置丰富，车外有20英寸双色运动轮毂和外后视镜折叠夺人眼球，车内还有前排双安全气囊、电动防夹超视觉星空全景天窗、碰撞感应自动解锁功能，看不见的地方还配备了BOS刹车优先系统、ATS全地形模式，为多场景的驾驭提供帮助。在车身尺寸可与汉兰达媲美的情况下，比亚迪唐DM的动力更具优势，2.0T动力的最大功率为141kW，峰值扭矩为320Nm，不输给汉兰达过多，但插电式混动技术的融入使得这款SUV的燃油经济性又很出众，而且这套系统给动力带来了加速性极强的帮助，车辆能够4-5秒左右可破百，方向盘操控也很灵活，驾驶品质得到很大提升，当属自主新能源产品力的标杆。 标杆级产品、外观霸气、动力优势明显、科技感强,,
红糖旺财,"符合预期！
【最满意】最主要就是动力。满电和亏电情况下动力都非常好。主要就是那种动力的丝滑，简直是由此无可比拟的顺爽。
安全性不容置疑，可以看我的帖子，车被大货车追尾，直接硬抗没输！

【最不满意】
轮胎太扁，风险有之。
【驾驶感受】
动力随叫随到，踩多少来多少！关于油耗，纯电就不说了，一毛钱一公里。高速6个点。
【续航】
续航正常情况下应该如表显。
【充电时间】
正常情况下一小时25%的电，充电功率7千瓦。",2021/5/28,重庆
冰城黑眼圈,夏季纯电续航里程超过官方所说的112KM， 速度越快耗电量越高，自己家车位或者车库安装充电桩幸福感会爆棚！谷电0.26元，一公里合0.04元-0.06元 冬季续航减半，这里的冬季是指哈尔滨这么冷的地方。,2022/5/25,哈尔滨
SamuelLufx,总体很满意，外观内饰都挺喜欢，座椅很舒服，最主要省油，比老车重，但油耗表现比老车省一半，纯电更香，内饰总体还是不错的，就是中控这一块的黑色钢琴烤漆饰板，太容易产生划痕了，必须贴膜，还有就是前排储物空间少了点,2021/12/15,宁波
尾巴哥哥401,总体满意！吐槽的地方主要是这几点，第一就是轮胎很拉胯，有点打滑！第二就是雨刮器，不知道是不是比亚迪的通病，反正碰到好几辆都是 噪音巨大，后来实在受不了，在洗车店换了，目前用了一年多，没有再出现噪音！辅助驾驶还有待提高，尤其自动刹车，有时候很突兀。不过总体优点大于缺点，自己车位安了充电桩，平时上班都是纯电，每天大约30公里左右！假期自驾外出用油没有任何焦虑！目前跑了3万公里，按照厂商要求去免费更换了2次电池，第一次得了补贴2800，第二次400，更换电池的原因应该是这一批次的有安全隐患，第二次是因为电池里新增了一个传感监测器。我觉得这个车适合家用，尤其有二胎的家庭，长期在城区跑，没有越野要求的家庭！,2023/10/4,自贡
大公无私赵妖镜,新车两个月就通知去换电池，心里多少有点糟心，换完电池回来各种毛病，先是座椅迎宾工程失效，然后车子开到70码这样副驾驶位置的机舱异响特别明显，去4S点给换了空调冰种，回来一个晚上又出现了，头疼,2022/7/31,三亚
龙导说车,"“唐DM动力是最大亮点”

2021款唐DM搭载2.0T涡轮增压发动机与前后电动机动力，搭配6挡湿式双离合变速箱。如果你接触过唐DM，那应该会比较清楚，它的动力表现与电量多少是密切相关的，同时也会跟选择的驾驶模式相关。话虽如此，但平时正常驾驶，我认为你完全不需要去担心它的动力是否够用。在电量极低时，系统会自动切换至HEV混合动力模式，发动机成了动力的主要来源，同时还会为电池充电。此时，即便使用HEV+SPORT模式，它的动力表现也会相对电量充足时打了个折扣，但加速能力仍然是比较强的。如果你属于那类平时将插电混合动力当作油电混合动力使用的人，或许这是一个好消息。

在电量足够时，它的动力就更不用说了，各种驾驶模式下都有充足的动力输出，驾驶感受固然是轻松自如的。在这种情况下，不管你是否正在使用EV模式，系统都会执行“先电后油”的策略，即便是加速性能最强的HEV+SPORT模式也是如此，只不过发动机的介入时间相对其它驾驶组合模式早很多而已。显然，这样的设定就是为了提升燃油经济性。

电动助力转向系统的表现跟之前是一样的，它仍然拥有运动和舒适两种转向模式，前者的转向力度稍沉一点，并且转向手感相对紧凑，后者转向力度相对柔和，转向动作会相对迟缓一些。至于转向的精准度、直接性均是家用SUV的正常表现。底盘没有太大的变化或改动，整体给我的感觉仍然是扎实度、厚重感以及滤振能力等多方面都有良好的表现，在纯电的状态下的行驶质感颇为高级。悬架的整体调校仍然是偏向于舒适性，高速行驶时车身也更加稳定。然而，减振器中后段的支撑力还是稍有欠缺，在通过连续的颠簸路面或较高减速带后，车身会有多余的晃动，在这方面还有一定的进步空间。

“外观依旧延续龙颜设计”

首先在外观设计上，比亚迪唐DM依旧延续了比亚迪家族式的“Dragon Face”设计语言，但针对细节进行调整。比如两侧进气口融入了亮黑色装饰条，搭配保险杠下方的银色饰条，为前脸增加了层次感。同时新添加的哑光银色饰条，让整车侧面视觉感受更为规整，也增加了一定辨识度。车身尺寸方面，长宽高分别为4870/1950/1725mm，轴距达到2820mm。来到车尾，唐DM的尾部变化更多的是为了和头部相呼应，在底部增加了银色哑光饰条，同时两侧辅以黑色钢琴漆饰板，这让尾部更加耐看。另外尾标的字体样式也进行了修改，和整体风格更加协调。此外，贯穿式尾灯在夜晚点亮时，视觉效果也比较突出。灯光配置有矩阵式LED前大灯，LED日间行车灯，自适应远近光，自动头灯和转向辅助灯。辅助配置有前后驻车雷达和360度全景影像，整体的配置还是非常丰富。

“内饰豪华科技兼备”

2021款唐DM的内饰可以说进行了大幅升级，给人焕然一新的感觉。内饰整体感受饱满、豪气十足，细节更精致，材质也更好了，在豪华观感上更直接。内饰方面最让人眼前一亮的无疑是其15.6英寸的中控大屏，采用了当下流行的“无边框设计”，视觉效果更惊艳。更重要是，其搭载的智能网联系统不仅采用了新的UI设计，界面和操作逻辑更加细致了，系统机能也得到了进一步优化，流畅性方面更加优秀。而且，新车的科大讯飞语音模块控制的智能语音交互系统同样得到了升级，语音控制项超过70种指令，还新增模糊语义控制等新功能。因此，在日常使用语音控制车窗，空调温度等方面，准确率更高，日常使用更加便捷好用。车机系统唯一的遗憾就是没有CarPlay，毕竟有车联网，起到互补的作用。皮质方向盘，搭配12.3英寸的全液晶仪表盘，显示效果同样很出色。

“七座空间更灵活”

座椅方面配备的是仿皮材质座椅，带有主副驾驶座的电动调节，但是可供调节的角度比较少，只有基本的前后、靠背以及高低调节。想要腿托调节和腰部支撑，还要买最顶配车型。功能性方面，有座椅加热和座椅通风，还是比较方便实用。第二排座椅的舒适性同样很好，而且支持靠背调节和前后调节，空间更加灵活。如果在乘坐五人以内，整个第二排空间非常宽敞。但是因为唐DM是七座车型，所以说第三排还是需要重点体验一下。唐DM定位中型SUV，第三排乘坐空间大家应该也能想到，并没有太宽敞的水平，也就是刚刚够用的标准。而且比较适合身材较小的乘客或者儿童，腿部支撑性一般，长时间乘坐还是比较累，舒适性一般。",,
用户3043058078193,最初家里人不同意买这车，非得让我去买汉兰达呀，大众途昂呀，一些合资老品牌，最终带了一家人去试驾了一下，一致同意了我的要求，国产品牌的崛起我觉得还得要比亚迪，苦等3个月终于在10月4日那天提车了，一个字省，目前10月4号提车以来一箱油还有一半，有充电条件的太省了，每天上下班代步根本用不了油。就是第三排太鸡肋了，还不如做成大五座车型。,2021/10/19,铜仁
率真海燕yom,空间表现满， 【动力表现】 就是看中这个动力买的 【续航】 还好吧就是油箱太小了希望能改进要60升左右就完美了 【充电时间】 厂家送的充电桩充电2个多小时就满 【油耗】 这个就有点难说看个人平稳驾驶正常HEV开的话温柔开在3升左右我开的比较爆力8-9升个人觉得很好了车重2.4吨很省了 【驾驶感受】 非常爽只要你给够油就能感受到动力的强👍,2022/2/9,广州
Horsking,这个价格质感已经很ok了，支持国产，加速的快感和平顺度真的没话可说，但有个方面需要说的就是能不能不要做太多钢琴漆，强迫症真的会很头痛，而且希望加多点外观颜色和内饰颜色，理想的颜色都太香了，就是老板不靠谱。,2023/1/21,广州
大灰唐888,提车一周，行驶里程500公里，总体感觉不错，五座使用时，前后排空间足够大，提速快，高速110左右很平稳，行驶里程还短，各项功能再研究研究，吐槽一下等车时间实在久，体验实在不好！,2022/4/24,福州
大唐真的香,【空间表现】 七座车，家用车无解 【提车价格】 相比于合资混动车型，价格低多了，而且配置完全吊打 【续航】 城区通勤纯电足以，高速也不用担心，然后续航900公里 【第三排空间】 第三排空间确实小了点，临时用用也是不错的 【购车经历】 11月5号订车，17号提车，可能运气比较好 【动力表现】 动力随叫随到，有些许推背感，唐Dmi主打节能，1.5T排量，不去越野也是够用的 【油耗】 占时还没用过油，三天加一次电 【充电时间】 快充还是挺快的，慢充一晚上也差不多了 【驾驶感受】 比较舒服,2021/11/27,仙桃
小可小可你最棒,"今天去试驾，总体感觉一般。
优点：
1.据说刀片电池棒棒，B站有视频，穿刺不着火。
2.静音不错，忽略环境音的话，发动机舱几乎听不到噪音。
3.起步无顿挫。
4.提速很快。

槽点：
1.内饰材质真的一般，感觉很廉价，做工真的更一般。
2.中控旋转屏，如果身处上世纪90年代，我会觉得先进。
3.人工智能“小迪”，有时候呼之不灵。
4.第三排真的只能坐个8岁孩子。
5.总体设计有人喜欢，但我真心不喜欢。
6.4s点服务真的很一般，等一会真的等了很久。",,
用户9513429927470,比亚迪唐dmi 这款车外观霸气十足，俗称公路坦克，空间也是十足的大，很多人看上这款车的原因就是因为大，因为现在家庭人口越来越多，买车要考虑全家都可以坐的下，内饰方面，这款车也赶上了时代的步伐，时尚潮流，满足了我们对车用的基本需求，再来就是现在比亚迪的前后大灯，那可谓是一绝，贯穿式的尾灯，很吸引人的眼球，很远的地方就能认出来，在车里也不算是平平无奇的那种了，家里人都夸我这车买的值，省油还经济实惠，在油价这么高的环境下，家用车首先考虑油耗问题，再来就是空间，所以这车都做到了，当初选这车主要考虑的就是这两样，其余的颜值分都是加分项，比亚迪现在是越来越好了，还是要相信国产品牌的力量，所以还是要支持一下的。,2022/7/22,
用户5337857616843,外观好看，内饰豪华，手感不错，驾驶感觉类似纯电，平顺利索，唯一不好的感觉就是开起来有种大车的感觉，超车的话需要留出足够的距离，减震支撑力不足，胎噪比较大，其他完美 是真的省油，比原来的1.8手动的吉利还省油 每天上下班五十多公里，一半高架一半市区，济南的早晚高峰你懂的，不充电百公里油耗不到六个，eco模式hev模式,2021/10/2,济南
用户4296892590629,"【最满意】
可以油可电，上下班用电出去玩用油。还是挺香的

【最不满意】
这个什么钢琴烤漆是那个设计师设计的，出来看看会不会被口水淹死。
【购车经历】
2022.5.20（重庆乾元观音桥店）盲订的，中间给我换了4个销售顾问。第一个销售销售顾问姓李，离职了什么都没给店对接要不是我去店铺问车情况他们都不知道我还定了车的，更不说定车的时候给我说的送的礼品了。2022.12.25提车，可以、如果、应该不是跟厂家投诉了，可能还要晚。
【驾驶感受】
高速可以辅助驾驶还是很给力的

【乘坐体验】
后排空间大，跷二郎腿完全没问题

【油耗】
反正我没开到他们说的那么低，我开的话7个左右

【续航】
他们说有200多，我实际只能跑180左右，上班10公里，一周充电一次

【提车价格】
反正没优惠，不用考虑了",2023/3/18,
日处虚空,整体还行，优点不说了，直接说缺点。馈电时发动机噪声较大，内饰过糙，车机已经落后，音响一般，底盘还有待加强，整体来讲还是一辆非常不错的车。,2022/3/3,杭州
武功盖世的汽车人,"1、外观
    在当时看来非常帅气，哪怕拿到现在来看依然不过时，都说18-19款的外观最成功。我当时买车的时候就是在路上看到了这个车，被深深地圈粉了，心心念念的想买，那时候手里资金不宽裕，等到19年才攒够首付。。
2、内饰
     这车的内饰其实没有太多的装饰，一个词形容，“简洁”。看着并不华丽，但是做工用料都还不错，摸得到的地方都是软的，很舒服。味道也还行，不是根大。
3、动力
    这车的动力可以说非常充足了，当时就是因为有4.5秒的加速，直接选择混动。有电的时候非常快，没电的时候也不慢。家里有充电桩平时基本都会有电，家庭市区通勤还是很好的。
4、缺点
    这车也不是没有缺点，买了两年半，也出过一些问题，360卡顿，微动开关断触，地底盘球头松动。售后都第一时间解决了。
5、续航
    纯电续航纯市区道路60公里左右，走高架的话70-80公里。跑高速满油满电600以上，我基本都是100-120跑的。
总得来说支持国产吧。相信会越来越好的！",2022/6/23,武汉
D唐经理,总体来说，不错，主要说一下不满意的地方，1车子很大，车内能放东西的地方太少，2中排座椅不能放平，说的是后仰，也就是后背后仰角度小，长途想躺一下很难，3，隔音还是不好，特别是后排！目前体验12天下来的感觉！,2022/9/12,驻马店
臻唐DM,【空间表现】 车内空间比较满意，第三排空间稍小，但第二排可以移动，比较科学。 【续航】 纯电续航只有100km太少！ 【充电时间】 只支持最高7kw充电太慢，市场上的充电桩大多都是快充，很难找 【动力表现】 动力很满意:0-100km加速4.3s开起来非常爽！没有尝试最快加速！,2023/3/1,西安
lt93550,"【动力表现】
随叫随到，很平顺，没有抬头的表现

【第三排空间】
超了175cm坐着有点难受，短途还可以。只能应急用。

【驾驶感受】
方向快打满时有点不太顺手，刹车到底时有点过硬，油门还是给力。

【充电时间】
只充过一次快充，37到99用了一个小时。


【空间表现】
一，二排不用说了，第三排只能应急或者短途用下。

【油耗】
目前还没有跑过告诉，在市区还可以。",2021/12/23,广州
VDSVSPACE,刚到手几天，跑了两千多公里，总体还算满意，只是出门充电难是有些不足，动力很满意，推背感很强，油耗还可以，目前8升左右，电桩正在申请中，厂家能配快充接头就完美了,2021/10/7,南宁
北碚最后的单纯,棕色内饰确实丑😂😂😂😂 【空间表现】 后备箱小 【动力表现】 动力不错直线表现优异，弯道就看你们胆量了重心太高了 【续航】 还没试过初步估计不到十个油 【购车经历】 4S的销售有点狗没在她那儿订车不太高兴,2022/10/21,重庆
洛梵宸,加速强劲，隔音优秀，运动模式下底盘质感不错，滤震性能良好，第二排空间宽裕，第三排放倒后后备箱空间感人，满足激情驾驶和家庭出游的需要，是我理想中的车！,2022/12/29,成都
黑唐DMI,动力没问题，乘坐感受不错，操控还行，毕竟车子那么大。都挺满意的，就是内部中控区域储物空间做的不太好。应该优化下！比原来的小福克斯要大不少！,2022/4/9,苏州
移动电站v5唐弟弟,【空间表现】 七座大空间，家庭外出旅游绰绰有余 【动力表现】 电机配1.5发动机驱动，动力够用 【续航】 纯电110公里问题不大 【充电时间】 50分钟充满 【第三排空间】 第三排空间紧急备用短途是没问题的，,2022/5/23,深圳
高转青年,"【最满意】空间实用、配置足，油耗较低同时支持纯电行驶+快充，足够实用。

【最不满意】减振器中后段的支撑力还是稍有欠缺，在通过连续的颠簸路面或较高减速带后，车身会有多余的晃动，在这方面还有一定的进步空间。

【驾驶感受】这是一台开起来能迅速给人好感的车，起步的动力输出响应敏捷，不管是在放到什么驾驶模式，路口绿灯一亮油门一踩，接下来它总能给你舒畅的提速感受。活泼的动力输出还不至于让人马上喜欢，还有出色的平顺性，动力输出衔接始终是那么地连贯，节奏非常棒，这就是一气呵成。

【乘坐体验】不管发动机在什么时候登场，动作总是悄无声息地，绝不给舒适性带来麻烦，发动机振动和噪音什么的都控制得很到位。开久了之后就会对发动机和电机的工作状态无感了，根本没有需要去管发动机什么时候介入，踏踏实实地按自己节奏开就好了，这套系统里面的几位搭档默契可足了。底盘整体感觉仍然是扎实度、厚重感以及滤振能力等多方面都有良好的表现，减振器头段的支撑力足够强，高速行驶时车身很稳定。",,
楷博,我是8.30号提车，31号跑高速上牌，我08年汽车售后一直干了10多年，做过比亚迪售后经理，奥迪总经理。某汽修平台区域经理。自有车辆马八，马六，北汽，揽胜，大众炮楼，奥德赛。我买的是比亚迪唐dmi尊荣。一趟高速下来的感受吧，我一般不看帖子，不看这些车主评论，我是从店里提出来满电，出了店加了396元的油，先说油耗，去了杭州和来回4s.还有去贴膜，一共行驶了625公里，现在表显示380油续航，到杭州充了28块钱的电，从45的电冲到百分之99。现在还有百分之22的电。大致算了下，一次满油满电，大致在900公里左右，大致5毛一公里。高速去的时候快回来110码。说下缺点，驾驶室有点漏风。方向间距有点小倒车转弯需要多带一把方向。胎压可控范围之内，唯一接受不了没有扶手，开高速特别累，准备近期改俩扶手。其他都还行，,,
果壳中的果壳,空间足够大，动力刚刚够，车内舒适性配置满分，但实用性配置有些许简配。不太满意有缺220V车内插座和直流快充要求500V以上快充桩，其他都很完美！,2021/7/12,长沙
