字段1_文本,字段2,时间,字段3
129老蔡,"价格：车价+三千服务费+一千上牌+保险六千，贷款7万，三年免息。在广州目前不会便宜多少，最多不超过两千

长安UNIK-IDD日常各种工况测试：
   1：纯电测试130可能性
2.7号，温度11-15℃，充完电108km.使用两天开了83.7km,表显还有25km，108-87=25km，所以官方宣传的纯电130km没有毛病，确实能达到。
开法：慢慢提速，时速不超60，提前预判松油门滑行
2：正常驾驶纯电测试
2.9号，温度13-17℃，充完电124km.也是使用两天开了90km,表显还有13km，124-90=34km.有25公里左右误差，所以得出结论满电情况下正常驾驶跑100公里没有问题的，我这开得比较暴力，最高时速飙到134[调皮][大兵]

3：高速馈电测试(佛系长续航)
2.2号从娘家我老家，室外温度6-11℃，全程接近一千公里，开了582公里，到加油站加油51.37升，百公里8.8升，时速100-130之间居多，这么大的车馈电8.8还行，跟旧车瑞虎3X差不多的油耗。

4.市区馈电油耗测试(佛系长续航)
2.15号-17号，温度13-21℃，加满油跑了220.5公里，加了15.5升油，百公里7升，拥堵路况居多。表显很准。

  以上是个人的测试，经供参考，如有其他想测试，评论区说明，我也想更了解UNIK-IDD各种性能[嘻嘻][嘻嘻]

驾驶感受评了4星，是有一点点顿挫，但还是能接受。希望尽快优化，让下一批车主驾驶感受提升。",2022-02-18,
优视汽车,"大概情况：长安UNI-K iDD这款车激起我的兴趣是它的混动系统，因为当大部分自主车企都在采用混联结构的插电式混合 动力系统时，长安在用P2结构的并联式混动，那么这台车和这套系统带给我的感觉又怎么样呢？下面就好好聊一聊这个事情。 静态感受：长安UNI-K iDD虽然是一款插电式混动车型，但是它采用了UNI家族无边界的设计语言，给人视觉冲突还是相当科幻的，论设计这方面还真难挑出长安UNI-K iDD的毛病。至于内饰部分同样也是延续了燃油版长安UNI-K iDD,用料这方面在国产中型SUV里面也是属于上乘，只是扁平的方向盘和液晶仪表盘需要适应一下。空间绝对是长安UNI-K iDD的亮点，而且它座椅确实宽厚柔软，所以坐在长安UNI-iDD的后排算是很舒适的享受了。 动态感受：长安UNI-K iDD说到底还是一款插电式混动车型，发动机+驱动电机的动力组合，在电池电量充足的情况下动力我充沛，而且高速时因为有变速箱的换挡配合所以它的驾驶质感也不会差。可是因为iDD混动是一套P2并联结构的混动系统，在电池馈电的情况下，发动机除了要给车轮提供动力外，还要分一部分力给电池充电，所以此时整车的驾驶质感会在一定程度上打折扣。",,
胖哥汽车频道,"长安UNI-K iDD的外观内饰和燃油版车型UNI-K基本一致，不同的地方只是车尾多了iDD标识来证明其混动身份，刹车卡钳也换成了金色。

动力方面，长安UNI-K iDD搭载一台1.5T发动机，系统最大总功率120千瓦，系统最大总扭矩400牛·米，电池容量30.7千瓦时，纯电续航里程为130公里。

从混动系统上看，长安 iDD混动系统不同于比亚迪DM-i和长城DHT的并联混动架构，它采用的是串联形式的混动系统。",2022-01-14,
波啊汉库克1,idd混动模式下异响严重，频发率高，很多车主有这个现象，厂家也知道这个问题，问题一拖再拖，疫情期间没法录视频，有时间了录了发出来供大家参考，希望要买车的车主好好斟酌一下,,兰州
驾春秋,"当自主品牌的混动风越刮越大，其实长安还是很让人惊喜的。

这样的感受，出自于驾驶了UNI-K iDD版本之后。搭载到UNI-K上的iDD版本，是长安IDD混动系统首次应用，从数据上说，这款车电池容量30.74kWh，通过i-X驾驶模式选择BEV纯电驱动，NEDC纯电续航里程长达130km，综合来看，长安UNI-K iDD版本的NEDC综合续航里程更是长达1100km，这意味着，如果是在城市内代步的话，这样的续航里程基本上一个月都不用去一次加油站。

百公里加速6秒和200km/h的极限速度，有时候会让你忘了你开的是一台混动版本的车型。

试驾中，这款车的动力输出足够平顺的，变速箱和发动机、电机的配合足够默契；除此之外，油门踏板、刹车脚感以及方向力度、指向和反馈，动力回收的力度和平顺性等，以多数驾驶者的角度来讲，都称得上是恰到好处的设定。",2022-01-21,
驾仕派,【车型分析】一步到位选择19.29万元的高配车型，那么UNI-K iDD车主可以升级到21寸轮毂、拥有L2+级辅助驾驶、手机无线充电、主驾座椅加热/通风、14喇叭音响、前排双层玻璃和后排隐私玻璃等等。那么到底是什么人比较适合购买长安UNI-K iDD，而不去选择DM-i或者其他DHT车型呢？第一个回答是追求高性价比的新能源买家。虽然iDD这套混动系统在馈电状态下行驶的燃油经济性可能不如唐DM-i这类DHT车型，可是2万元左右的差价足以填补油耗差距带来的成本。第二个回答是，长安UNI-K iDD适合那些长途出行、又有高原自驾需求的用户。因为UNI-K iDD在性能上比DHT系统更有优势，加上6速双离合的配置，所以即便是低电量状态下，1.5T发动机也足以支撑比较靠谱的稳定高速续航。同时加上快充补电能力，整个高速状态下的再加速能力更为出色，适合全国到处走的自驾用户。总的来说，花费大概18万元落地一辆长安UNI-K iDD车型，拿绿牌、低成本出行，还是非常划算的。对于没有太多跨城际出行需求的用户来说，低配版本就足够了，不过考虑到高配版本也就贵了一万多，不如就直接一步到位好了。,,
神奇刚子,"这车空间很大，尺寸很大，各种高科技配置，例如语音识别人脸识别等，我买的是尊贵版，配置最高，动力官宣百公里8.1秒，馈电油耗5升，实测感觉动力够用，实测馈电油耗六七升，还可以接受，比较适合佛系的车主，我选的是心系徽，因为只有这个有现车，但实测感觉比蓝色那个好看，4S店送了终身保养和一些小礼品，我有幸参加了他们的交车仪式，服务态度也不错，到现在为止开了200公里，没有什么问题，希望这个车质量可靠，耐久性好，最后希望长安能做的越来越好，保障顾客的利益，因为很多数据还是有虚标的成分，包括百公里加速和油耗，虚鲸一场，最后希望idd麋鹿测试可以更优秀, 因为电池重心会压低，侧倾控制还可以，现在我几乎每天都要充电，因为来回往返都要80公里，最后祝长安生意兴隆。",2022-02-25,
舒克先生285,【油耗】 油耗最高开到7点多，平时就是4-6，最近纯电开，不要太香。 【续航】 冬天的时候有些打折，零下20度左右的时候差不多在续航70-90左右，现在气温上来了以后，充130公里，不开空调的情况下，基本就是在120+的续航，稳稳的。 【驾驶感受】 四个21寸的大脚，过个减速带稳稳的，胎噪确实是有，但是自己可以接受。后排空间嘎嘎的，没问题，像家里的沙发一样，方向盘也是，指哪打哪，不虚。驾驶位的迎宾模式也很舒服，上车前座椅在后边，坐上去以后恢复之前调的姿势，很棒。 【提车价格】 裸车价192999，首付122999 保险5300 上牌费500 贷款服务费3000 贷款70000，36期免息 【最不满意】 没有什么不满意的其实，唯一一点吧，ix模式的时候跑高速，没办法车道保持和自适应巡航，就比较累脚…… 车机一次只能说一句，不能一句话包含几个口令，交互系统不是很顺畅。 剩下的没有了就。,2022-03-01,
朱叫兽116,"1.整体造型完美，符合自己的审美，和冠道尺寸相仿。
2.整体内饰优秀，我在懂车帝看到是真皮的座椅，但是销售给我说的是仿皮，这里是减配了吗？整体内部结构不错。大空间，大五座。
3.买的尊贵型，相对来说配置丰富，安全驾驶功能齐全，L2自动驾驶，各种主动被动防护，唯一不足就是没有自动泊车。
4.对于五座车型来说空间无可挑剔，但是短板在于后备箱，因为溜背的造型后背箱的存储空间只能打折扣了。坐人很完美，放货将就。
5.厂家标称的130公里续航，对于个人驾驶来说续航里程折扣还是比较多了，高速70，城区90左右。夏天估计还能多跑一点。还在接受范围，快充50分钟左右。跑表显110公里左右。
6.整车最为担心的一个地方，比起电池更反应长安这款三离合变速箱，自己的第一辆车就是双离合的变速箱，当时遇到了很多困难，驾驶idd有600公里左右了，在驾驶感受中不舒服的地方就是HEV模式一下的低档位换挡，有顿挫，还遇到发动机高转速却没有加减档，一样后续工程师能够做一些OTA的调教，调整换挡逻辑！

整体来说车辆使用情况满意！期待后续！",2022-02-26,
缄默的羔羊,"作为长安高端系列的混动车型，外观上有质的突破。空间大，乘坐舒适，适合家用。可以插电，平时通勤成本低。整体品质，对得起这个价格。购车售后等比较贴心，给他们点赞。一起见证中国品牌的崛起，为中国品牌，长安点赞。
【最不满意】暂无

【购车经历】一月九号订车，十二号到店，十三号提车，二月十九号安装充电桩

【提车价格】17.69+500上牌，6250保险，-7000置换补贴

【驾驶感受】座椅舒适，动力表现不错。整体表现优秀

【油耗】馈电7L每百公里，纯电电耗20度每百公里。

【续航】满电满油续航800多km，纯电100km。

【亮点配置】
空间大，外表出色。

【动力表现】

纯电起步速度快，高速超车无压力",2022-02-24,
承熹の星空🍊,"优点：
外观漂亮霸气，辨识度高。车子高大，视野好。内饰豪华，空间宽敞，车机系统先进，科技感实足，非常智能化，动力强劲，提速挺快的，省油，驾驶平顺，不顿挫，底盘舒适，稳定性好。
大轮毂，橙色刹车卡钳罩，前挡风双层夹胶玻璃，隐藏式把手，很有辨识度的高位刹车灯，后备箱感应，人脸识别，自定义手势，SONY音响头枕，先进的辅助驾驶功能，全车无死角3D的雷达，绚丽的流水大灯，支持华为hicar，各种百万豪车配置的堆砌，比合资车良心多了，该有的功能都有了（自动泊车除外，反正我也用不到这功能）。还可以上绿牌，免购置税，还有置换补贴和购置补贴，送保养，真的香。

缺点：
没有配眼镜盒，好在储物空间还算多，也挺大。
方向盘左手离开空调出风口有点近，夏天对着手吹冷风，有点冷?

总结：
2月28日提车，开了近500公里，用车感受还是非常棒的。",2022-03-04,
蓝1胖2子3,空间是车的最大亮点，外观造型比较科技感，但是变速箱很容易过热，配置很高，很多东西比较智能，还有车辆异响严重，又是中控台，有时天窗，车灯也是个槽点，晚上远光照别人，照别人，人家根本不变灯，完全没反应。现在长安的做法让老车主很难受，整车质保都不一视同仁，这车你还卖的那么贵。,2023-04-02,阿克苏
街拍酷车,"【最满意】
我最满意的是这款车型的综合表现，首先，它拥有一个大气的外观，并且颜值在线，车内空间也很宽敞，其次，配置也很丰富，语音系统，全景影像等等均有配备，然后，长安的造车品质也是有目共睹的，所以，我最关心的几个方面，它都没有问题，加上使用了IDD的混动技术，城区短途代步，可以享受纯电车的驾乘体验，偶尔自驾游，也不存在里程的焦虑，所以，它是一款综合表现不错的车型。

【最不满意】
IDD这套混动系统，在发动机接入工作时，车主能够感知到发动机已经接入工作了，舒适不如纯电模式。

【驾驶感受】
纯电模式下，这台车驾驶感受是优秀的，动力强劲，平顺，车内的隔音很好，座椅舒适，空间宽敞，亏电模式下，驾驶体验就有所下降，偶尔会出现一些细微的抖动，同时，动力响应也比纯电模式反馈慢一些。

【乘坐体验】
柔软、宽大的座椅，加上宽敞的车内空间，以及整车不错的隔音，乘坐体验是优秀的。很多车是前排座椅柔软，后排座椅就比较硬了，而UNI-K iDD是前后排座椅都很宽大柔软。",2022-03-16,
皓月当空71,"外观很酷，空间满意，电量充足时驾驶感受很好。起步超车等毫无压力。顶配安全性拉满，开着心里很踏实！各种智能预警系统，多重保险，面部识别疲劳预警，用东北话说老铁开车要打起精神，用玩笑的方式让人提神，给设计师点个赞。氛围灯音乐律动，非常带感，360影像这种对于以前开的老车的人来说非常哇塞了。手机App远程查看，操作空调，座椅加热，看电量，…冬天可以提前打开空调不用进车受冻了。


【最不满意】
11月北方纯电续航只剩100km，深冬续航还有待考验。亏电驾驶感受一般，亏电冷车启动有顿挫感。新车还是有点味道的，不知道什么时候彻底散去。车漆内饰面板不经划，第一次洗车就洗出太阳纹，内饰一擦就容易留小划痕。手势控制识别率不高，对着摄像头比心点赞的结果没有反应，尴尬上了。
总体肯定是非常喜欢的，慢慢来呗，有大K陪伴，以后路途会更加舒坦。",2022-11-11,营口
开13年日系车的老司机,8月24日提车，目前开了700公里，跟我之前同价位的凯美瑞驾驶对比是全方位碾压，但我7年半的凯美瑞到现在啥毛病没有过，希望这个车也能保持住，如果能开住就是超值的一个车，目前除了ix起步有顿挫之外其余全是各种舒心，给国产车点赞！！,2022-09-01,绥化
重庆市退堂鼓演奏员,去年年底有换车计划，正好有熟人在卖长安，就选择了这个车。等车七十多天，儿童节提车开了四五百公里感觉还可以。外观不好看，我喜欢阿维塔那个样子的。,,重庆
让我们遗憾于人海中,外观没的说啊，很喜欢UNI系列无边界前脸，还有森蓝的内饰，馈电下油耗偏高，跟平常燃油车差不多，纯油有顿挫，尤其是低速的时候,,嘉兴
23骑士,没来过什么豪车，但是从轿车换过来后感觉挺豪的，而且动力并没有以前担心的p2的问题，爱了爱了。 优点：充电速度快，动力充足，空间尤其是后排空间直接无敌，配置除了自动泊车，听过的都有，配色外形都是我特别喜欢的，初次看可能感觉外形还是有点不能马上接受，但是绝对是越看越好看的。以后车的外观大概要走向这个方向吧（自己的判断，不喜勿喷）外放电这块也是神一般的存在，可以玩一天没有什么问题。 缺点：p2架构没法吹牛逼，多功能方向盘的按键会有误触的可能（不是分体式的），后备箱脚踢这块有些不够灵敏但是这种配置基本都是这样。还有一个槽点就是天窗有时候会和APP失去联系需要重新手动或者车里操作一下才会变好。 总结一下：一辆好车，性价比无敌，如果追求极致低油耗就算了，但是追求最大性价比，那就出手吧。,2022-03-08,
Luminous9221,一月底订车  元宵节提车，目前行驶公里数不多，但总的来说很满意，唯一有点就是车子偏大  不太好停车，还有就是方向盘上的按键不太好按，好几次都按错了。半坡起步的时候也遇到两次后溜车，经过和车友群里的车友们大家一起沟通交流发现，不只是我一个人遇到这些问题，只要把auto hold打开，油门加大一点，就没什么大问题。目前可能是还没习惯，还是很小心的在开，深怕擦到了。车机系统方面，因为我刚好用的华为手机，就可以直接连接hicar，总的来说还是挺好用的，听歌的时候打开转向灯的话有时候就不会出现360全景影像，也不知道为什么，估计是有冲突吧，后续希望可以升级支持。还要吐槽的一个小地方，就是我买的顶配，感觉轮胎是真的贵，其实我更喜欢20寸那个样式😂😂😂,2022-02-19,
王同学的IDD,【最不满意】 低速顿挫，馈电油耗高，颠簸路况天窗异响，续航里程太虚让人感到焦虑，充电桩快充充电充不满，变速箱问题严重，踩油门提速延迟 动力失速 动力猛串出去，这些问题不解决安全隐患非常大，因为动力延迟突然猛串出去导致撞了柱子上变成事故，到现在也没有给个解决方案,2023-03-14,深圳
Y街灯下的回忆,"【驾驶感受】
整体来说还不错的，开起来挺顺畅的！亏电发动机介入给人的感觉声音大了点车的提速没问题！


【最不满意】
我买的是卓越版的，加装了两个套件，其中的流光套件，居然不带灯光秀什么鬼！难道只能买最高配才有会有么！



【亏电行驶】
亲身测试，跑高速基本在7-8吧！乡村道路也是差不多！

关于行驶中充电问题，我自己也测试了，用佛系长续航，保电90%感觉还不错脚轻踩油门速度60-70基本充电还挺快的，油跑1--2公里能充一公里的电！当然你要是油脚重就不会充电了！",2022-02-17,
用户103195050365,开起来还行，空间大！！！车机流畅度还行，app太少太拉胯！！尤其是导航！！！我都不想吐槽了！！续航显示还是挺准的！！！长安的官方客服是真垃圾！！！问啥啥不懂！！！各种踢皮球！！！！ 车的照片我就上传网上找的，我将要改成的样子的照片吧！原车没啥看的！！！！我感觉他改的还是很好看！！！,2022-12-11,乐山
刚14504,提车1个半月，总体来说性价比很高，要求完美是不可能，使用还在摸索，强制保电模式基本在用油充电，有焦糊味。 出现早上冷的时候前档下面异响，天热就好了，本人没当回事，也不太在意异响。 【驾驶感受】 早上凉车，强制保电模式下刹车出现了底盘下面较大的金属卡顿声音和车辆顿挫，感觉是变速箱严重卡顿。在就说真的悬挂有点软，确实有点开船的感觉，方向打死，掉头时感觉有点坦克掉头的意思，就是不是很顺滑。 【最不满意】 就是充电速度有点慢，直流快充也就最高达到60到70A，其他电车都是100多A也就一个多小时，idd要一小时20分钟左右。 【提车价格】 预售价没有优惠19.29，不过置换补贴长安还算良心7q。 【购车经历】 一心去看的unik油车，然后成功被idd代跑，不过买上油价4连涨真心不亏,2022-02-24,
福地香车,作为一个开了十二年比亚迪第一代DM的车主，对混动车的体验还是有发言权的。且不说离合器带来的顿锉感，亏电时发动机介入，F3DM的动力会延迟2-3秒，发动机的轰鸣声类似于拖拉机，常引来路人侧目，相比之下，idd的感受好了太多太多。总结一句话就是开混动车尽量以电为主，起步温柔点就对了。,2022-05-23,福州
ZAKER汽车,【优点】 1、这辆车的轴距2890mm，使这辆车拥有超大的空间，后排的舒适性大大提升，外观来看，侧身修长漂亮。 2、内饰风格非常简洁时尚，方向盘配备了方向盘手动上下+前后调节等功能；还配备时尚运动的触控式液晶中控屏；该车采用了皮/翻毛材质混搭座椅，宽大厚实，坐上去座椅很软很舒适，躺在后排很享受，前排的也不差，日常使用基本够了。 3、隔音方面，开到80码以内，没有太大的噪声，个人感觉还蛮安静的（但是不知道其他车主），但是开高速，开到80码以上胎噪和风噪就会被放大，但车内播放歌曲的话，音量稍微大一点的话，是可以盖住噪音的，所以对我来说影响不大。 4、底盘蛮扎实稳定，提速的时候没有太严重的顿挫感，加速拐弯的时候也是挺稳定的。 【个人体验】 1、感应方面，走出去一小短路，车就立马锁了； 2、穿着比较厚的鞋子，踩油门的时候有点磕脚，不是很顺畅； 3、有一次调后视镜的时候，展开后没有恢复到原位，要我自己手动调整，可能是接触的问题吧，后面又好了。 总体来说，17万元左右，这辆车各位觉得性价比还是可以的，如果个人预算充足的话，也可以考虑考虑这款车。,,
直爽的达华哥,【购车经历】 提车真的快，2.11号订的车，2.15号就提车了 【提车价格】 192900元，全款，保险4700元，车牌费220元。 【驾驶感受】 没上过高速，室内静音很好，滤重也满意，操控性也满意 【油耗】 馈电油耗一般7.3，最低跑到6.4，油耗也满意 【续航】 继航零下4度，第一次满电EV66，第二次充满电EV76.第一箱油还没有跑完，正在测试中。 【动力表现】 动力够用，表现满意 【空间表现】 空间真的大，没说的。 【乘坐体验】 坐着舒适，烂路底盘调的偏硬。 【最不满意】 最不满意就是大灯不是太亮，晚上没有别的车灯亮，希望厂家能改进。还车机娱乐不能卸载，也不能下载自己喜欢的软件，希望厂家在车机方面改进。,2022-02-21,
逃跑的蜗牛gogo,车辆洪水报废后，半年看了很多15万到30万的车，都没有下决心。临近春节最后无意看见idd后，了解一天后，第二天1月29日就下订单了，回家过完年，2月16到店，18号提车，喜欢21的大轮毂的感觉和14个sony音响，就买了尊贵版，白外黑内，这个颜色当时也是纠结了很久，很喜欢碧空蓝，但最后听了家人的意见，买个星辰白，这个颜色白天一闪一闪的视觉效果。车内饰和空间没的说，完爆很多30W的车，家人坐后排腿都可以升直了。目前跑了200多公里，驾驶和智能感受还不错，车样子很漂亮，经常被人围观问我是什么车，可能是预售期的车街道上不多，不会撞衫。 唯一感到遗憾的是家里不能安装充电桩，需要去外面充电，130的续航，实际也就90差不多。平时喜欢开ev模式，目前加了575公里的油，还有571公里，油价涨的心疼呀。,2022-02-23,
骑着蜗牛去旅行5509,车辆怠速1400转真的真的没用啊！也就听了个声音也发不了多少电啊！冬天发动机介入声音太大了改成50公里介入或者把介入转速调低  这么高的转速发动机干嚎车不动也是醉了厂家赶紧改进啊！！,2023-02-05,烟台
灰机6078,车的外观很科幻，动力也够，单电行驶也能100码以上，以前的车是丰田，卖了，不得不说合资确实保值，本来想买rav4的插混，但是想着现在国产也发展也不错了，这个车空间更大更好看，最终买了这个。 其他都挺满意的，唯独方向盘的按键，真的让我受不了，后车标只有unik或许更好看。,2022-04-27,张掖
汪翔,外观大气，空间大，价格合适！最不满意高速电耗油耗较高，满油满电匀速120km/h，综合续航700公里不到，宣传的1100Km呢？其它各方面还不错，综合评分90分(满分100)。,,濮阳
yangyale,刚提车半个月，整体感觉不错，提车时加了200元的油，油没怎么用，基本纯电用的多，买了普诺得的充电器，可能是设置的10A的充电电流吧，充的比较慢，用过两次直流快充，充满大概50分钟左右吧，目前已经跑了800多公里，没发现啥问题。,2022-06-18,郑州
用户4023498638369,车偏大驾驶起来有点费力习惯了的话问题也不大总体来说还可以不过前段开起来有点顿挫感。空间是真的够大内饰也没啥挑剔的,,厦门
溧阳好市民,看idd其实从3月就开始看了，涨价前也去试驾过一波，整体感受不错的。以前老车手动挡的悦翔，也没开过什么好车，网友说的换挡顿挫感觉不太明显，胎噪确实有点，可能轮胎比较大吧。提车不到一周，目前感觉都很好，好多功能还没体验到，后期继续跟进用车感受。,2022-09-28,常州
沩滨长安,外观惊艳，别人都说大气时尚。 续航上还是与宣传有所差异，本人130的表显电续航，但实际使用中，空调，摄像头，灯光雷达等等，让续航有所下降,,益阳
子桐林,外观前卫时尚，竟然三叉日行灯不标配。内饰漂亮，混动时顿挫感明显，大灯亮度差点意思。纯电行驶平稳舒适。,,武汉
汽车洋葱圈,"2022款 长安UNI-K 蓝鲸iDD 1.5T 尊贵型
【最满意】
1.	外观设计前卫时尚，无边界式格栅配合造型凌厉的大灯组，辨识度很高，前脸整体的侵略性很强。 
2.	内部空间充裕，无论是前排还是后排都照顾的比较到位；内部储物空间丰富，满足日常细小物品存放，拿取也十分方便。
3.	1.5T发动机组成的插电式混合动力系统的动力储备完全够用，随叫随到，无论是城市道路驾驶还是高速路况都游刃有余；同时燃油经济性有着绝对的优势。
4.	配置上相比同价位合资品牌竞品有着一定的优势，诸如14喇叭品牌扬声器、64色氛围灯、21英寸轮毂、电动后备厢（带记忆）、L2级驾驶辅助功能等一系列配置。

【最不满意】
1.	变速箱在个别情况下有明显的顿挫感，比较影响整体行驶质感。
2.	触控的中控按键灵敏度较高，容易误触。

【油耗】
满电状态下的综合油耗在1.5L/100km左右；馈电油耗在4.5L/100km左右供参考；综合电耗在19kWh/100km左右供参考。",,
用户1270379169289,五座中型SUV，空间还是可以，混动车没有里程焦虑，纯电续航130公里，没有虚标，充满30度电，不开空调的话能跑130公里，座椅比较舒服，装了充电桩，平时市区跑跑完全不用加油，提车三个月只加过一次油现在还有半箱，总体还可以吧，国产车性价比高点。,2022-10-13,贵阳
众人中的重人,车机系统优化空间较大，作为长安汽车目前为止售价最高的车型，在智能化系统配置和功能上并没有给消费者惊喜，反而还不如某些更低定位的车型。希望长安可以在OTA升级上能给大家带来更好的体验。,2022-05-28,深圳
A壹笠烟雨,外观好看，空间确实大、过弯后悬架支撑不够60左右过弯心里有点虚，隔音效果城市道路50往上开始有噪音、高速65就开始吵了。纯电不开空调不暴力续航110-120之间， 【最不满意】 还剩190公里续航就爆油灯了！大无语😓 【驾驶感受】 智能化OK，防碰撞太灵敏了（侧方紧急避让关闭了就好很多）,2023-03-10,广州
奔奔锁,空间没得说，活动模式下动力和操控相当优秀，油耗的话，混动1.5-2左右，还是可以的，馈电油耗差不多7-8，如果开ix模式充电，油耗差不多会到9,,台州
叫我凯哥,空间大动力又好，想要非常省油是不太现实的，能充电就充电，我第一箱油跑了两千公里，油费390，电费300多，平均也就三毛多吧，如果在家充电更便宜。一不小心轮胎遭了，换原装要1300，是最大的支出,2023-03-14,重庆
用户417314752145,跑市区还行吧，充电方便。跑长途馈电油耗9个左右，目前2800公里，加了2000的油，充了三次电。应该是我跑太快了掉油掉电太快了吧,,中山
Gangster105,车子足够宽大，有电的情况下驾驶感不错，顿挫几乎没有 除非强迫症，馈电情况下也是可以接受的，比油车要好很多。内部空间也够大，座舱的包裹性和车体的内外体型，感受是很不错的。续航方面实际115上下（包含空调等）也可以满足日常使,2022-08-31,武汉
咚咚阳阳,"【最不满意】说出来大家可能不信，去展厅看车，启动车子时候显示电量低，自动开启发动机充电，可能跟销售聊了有五分钟吧，停止车子后下车，发现机盖开始冒烟了，😂赶紧叫来售后小哥检查，挺吓人的。

【驾驶感受】然后试驾，车子噪音控制得不是很好，动力还能可以，速度到120左右时感觉有点飘，可能是因为车身挺高吧，acc用起来感受不好，快要压线时候会突然猛的打方向，不是那种慢慢修正的。系我感觉同级别的还是不太有竞争力",,
A运势如牛A,【续航】 年前订车，2月12号到店，买的便携式的充电枪昨天刚到，充满表显130公里。用车场景主要是市区接送孩子上学，温度2℃到7℃，实测跑了96公里 加上剩余电量1公里，最终续航 97公里。可能一次不太准，准备连续测三次，取平均值。,2022-02-16,
重庆飞叔,"外观大气，动力强劲，配置较高。操控性非常不错，方向盘指向精准。

【最不满意】
缺点胎噪稍大，没有备胎没有迎宾踏板，后备箱照明灯亮度不够。近光灯铺路效果棒棒，远光灯太弱👎🏻👎🏻👎🏻",2022-06-04,重庆
我的iDD,车子开起来总体来说还算可以，就是轮胎噪音比燃油版的稍微大了一点后期有时间把四轮隔音做一下应该会稍微好一些,,台州
我的Oo小灰灰oO,各方面还是比较满意的，纯电续航基本110-130，就是混动模式没优化好，发动机总是频繁启停不太好。,,徐州
小菜6718,买这车就是奔着大空间去的；外观很大气也很运动；内饰比隔壁的要年轻多了；续航上下班够用了，开高速也就是当油车开了；智能化程度够用，就是商城的里面的程序少了点,,台州
癲癲鍀鍀衰,空间大，家人满意，动力合适，满电状态，混动模式先用完电才启动发动机，低速顿挫有，但影响不大，暂时一切毛病都没有，希望继续保持,,佛山
空军四号04,内部空间超大，但是后排座椅感觉再长一点比较好。智能化不错，对新手很友好实用，如果再加上自动泊车就更好了。车机反应很快，但没有CarPlay有点遗憾，希望后续升级能解决。,,广州
ZZY11171012,【驾驶感受】 低速行驶换挡有明显顿挫感，特别是刚起步加速的时候很明显，再有就是刹车有异响。 【空间表现】 这个是真没得说大，后面大的有点离谱 【续航】提车出4S店门加满一箱油，然后冲了9次电（公共充电桩）每次20多元，表显电池还剩0的时候会充到将近30块钱的电。然后跑了一共是1529公里，充完电一直用hev模式。,2022-04-26,汉中
熊你你弄,空间是真的大，外观设计符合我的审美。要吐槽的就是发动机的声音有点大，可能是习惯了纯电行驶的静谧感吧，当发动机启动的时候感觉有点受不了。提车一个月整，行驶了2000公里多一点，期间在高速上出现过两次发动机不能启动的故障，断电重启后好了，去4S店刷了下系统，目前再未出现。还有一次在充电站充电完成后，出现主动刹车系统故障，断电重启后未再出现过。,2022-11-08,青岛
古古77707159,买了两周，纯电续航也就100km，快充得一个小时，慢充没冲过，外形大气没得说。就是打开车门口，车内灯咋不亮，如果把车内灯打开后，汽车启动后，车内灯又不关，不知道是没有这个功能，还是我不太会。4s店说厂家免费按充电桩，不知啥时能下来，你们都给按了吗？,2022-04-27,固原
阳光正好521只欠拥抱,外观好看，空间巨大，低速有顿挫，馈电油耗较高，车身较重，高速稳定，转弯侧向支撑较弱,,烟台
手机用户53561914960,除了手机车控经常要重新登录，手机蓝牙钥匙要重新下载使用外，其它各方面目前还是很满意的。重点说一下车辆的空间，真的不是一般的大，尤其后排空间乘坐是非常舒适的。,,龙岩
光💡,相当不错，就是太大了不太好停车，内部的舒适度非常好，我是纯黑内饰，但是更推荐白蓝的那套很漂亮，配置也够，主要还是空间大,,福州
奇豪豪,因为之前开的都是家里的老爷车，所以跟新车没法比。先说缺点，顿挫肯定会有的，底盘太硬了，当你想听微信别人发语音的时候必须在车机操作去点击蓝牙音乐，要不然没有声音。优点就是操控性好，空间很大很舒适，但是我选的蓝白就不是很耐脏。隔音也非常棒，音响也很OK索尼的，不知道是不是贴牌，反正我感觉听起来很好了。,2023-03-13,广州
小智游戏圈,hev模式下驾驶更像一台油车，尤其是上40公里每小时后发动机介入之后有点点拖拽感，另外就是后排空间很大，但是座椅却很短，这个是实在不能理解的，后排座椅加长点，正好能承托到膝盖下面的话，乘坐体验会大大提高,2022-08-13,长治
十木米,整体满意，亏电发动机刚介入会有顿挫感。15度以上天气，不暴力脚法，续航能到1:1，过年期间高速3000公里，平均0.47元/公里。,,珠海
嗨皮趴斯,外观没毛病，时尚动感，真正的大五座，后排轻松跷二郎腿，亏电油耗是真的高，只用发动机跑的话，市区10.5-11的油耗，没有大油门的情况下，这个发动机才1.5T，2吨重的2车，油耗高点也理解，因为送的充电桩要一个多月才能到，所以目前充电只能去外面充电，所以也懒得去充，纯油跑的比较多。目前600公里，没有出现问题，各方面都还不错。,2022-10-15,绍兴
xzwyb82,续航里程无法达到宣传里的里程，纯电模式续航在冬天好打折扣，混动模式时有卡顿现象，车身的漆太薄，很容易被蹭掉。驾驶很舒适，内饰挺让人满意。,,桂林
